image_id,true_label,final_prediction,pixels_changed,pixels_changed_percent
64571,6,8,3,0.3826530612244898
46550,4,6,6,0.7653061224489796
18650,0,8,6,0.7653061224489796
15646,7,9,7,0.8928571428571428
26811,7,9,8,1.0204081632653061
52727,4,6,8,1.0204081632653061
48975,2,8,8,1.0204081632653061
51698,2,7,8,1.0204081632653061
28192,9,5,9,1.1479591836734695
15913,9,4,9,1.1479591836734695
47248,7,9,10,1.2755102040816326
47034,8,1,11,1.403061224489796
57621,7,9,11,1.403061224489796
28992,0,2,11,1.403061224489796
30482,5,8,11,1.403061224489796
66561,7,3,11,1.403061224489796
58681,7,9,12,1.530612244897959
23008,8,3,12,1.530612244897959
38798,5,9,13,1.6581632653061225
26079,8,5,14,1.7857142857142856
38796,6,5,15,1.913265306122449
62188,0,5,15,1.913265306122449
49524,6,1,15,1.913265306122449
4677,8,3,15,1.913265306122449
63452,1,7,15,1.913265306122449
35136,4,9,16,2.0408163265306123
15140,5,3,17,2.1683673469387754
47748,8,3,17,2.1683673469387754
3654,6,5,17,2.1683673469387754
42438,9,5,17,2.1683673469387754
11543,1,7,19,2.423469387755102
13136,7,9,19,2.423469387755102
28602,6,5,19,2.423469387755102
47475,5,3,21,2.6785714285714284
778,5,4,21,2.6785714285714284
45560,4,9,21,2.6785714285714284
10313,4,9,22,2.806122448979592
18990,4,9,22,2.806122448979592
15528,5,9,22,2.806122448979592
41614,0,8,23,2.933673469387755
3439,4,9,24,3.061224489795918
25341,8,9,24,3.061224489795918
47317,8,9,25,3.188775510204082
23808,5,6,27,3.4438775510204076
52938,2,7,27,3.4438775510204076
12957,5,8,28,3.571428571428571
35304,4,9,29,3.6989795918367347
8792,6,5,29,3.6989795918367347
38373,4,5,30,3.826530612244898
4982,8,3,30,3.826530612244898
61654,2,3,30,3.826530612244898
34978,8,3,30,3.826530612244898
10252,4,9,30,3.826530612244898
11837,3,5,30,3.826530612244898
47660,8,3,30,3.826530612244898
41453,3,2,30,3.826530612244898
23857,1,7,31,3.9540816326530615
11834,0,7,31,3.9540816326530615
42687,5,8,31,3.9540816326530615
61440,4,9,31,3.9540816326530615
44528,4,9,32,4.081632653061225
52125,6,5,32,4.081632653061225
7516,6,5,32,4.081632653061225
7319,4,5,32,4.081632653061225
43458,1,7,32,4.081632653061225
37710,8,5,32,4.081632653061225
54521,4,9,32,4.081632653061225
52031,1,7,33,4.209183673469387
12616,8,3,33,4.209183673469387
35831,1,7,33,4.209183673469387
13836,3,9,34,4.336734693877551
29929,4,9,34,4.336734693877551
39320,6,5,34,4.336734693877551
42558,6,5,34,4.336734693877551
1572,2,8,35,4.464285714285714
38849,8,3,35,4.464285714285714
53891,1,7,35,4.464285714285714
28536,3,5,35,4.464285714285714
43764,1,7,35,4.464285714285714
17700,8,5,36,4.591836734693878
7250,3,2,36,4.591836734693878
26376,1,4,37,4.719387755102041
53953,8,3,38,4.846938775510204
62907,4,9,39,4.974489795918367
49724,8,3,39,4.974489795918367
10150,4,9,39,4.974489795918367
12290,6,5,39,4.974489795918367
39876,8,3,39,4.974489795918367
36635,8,3,40,5.1020408163265305
8501,8,5,40,5.1020408163265305
59861,8,3,40,5.1020408163265305
60564,0,5,40,5.1020408163265305
25176,4,9,40,5.1020408163265305
38258,6,5,40,5.1020408163265305
18383,8,3,41,5.229591836734694
