image_id,true_label,final_prediction,pixels_changed,pixels_changed_percent
33228,automobile,truck,1,0.09765625
49947,deer,bird,1,0.09765625
51730,deer,horse,1,0.09765625
2511,automobile,truck,1,0.09765625
54842,bird,airplane,1,0.09765625
55835,cat,deer,1,0.09765625
54354,horse,cat,2,0.1953125
41548,bird,deer,2,0.1953125
31836,dog,frog,2,0.1953125
42230,bird,airplane,2,0.1953125
8415,deer,cat,2,0.1953125
23276,deer,bird,2,0.1953125
30336,frog,bird,2,0.1953125
55373,bird,automobile,2,0.1953125
37684,bird,deer,2,0.1953125
55562,deer,horse,2,0.1953125
33312,deer,frog,3,0.29296875
31074,bird,truck,3,0.29296875
8237,bird,airplane,3,0.29296875
55238,bird,airplane,3,0.29296875
47910,bird,deer,3,0.29296875
47478,cat,airplane,4,0.390625
12893,automobile,truck,4,0.390625
16922,deer,horse,4,0.390625
2826,bird,frog,4,0.390625
2115,frog,automobile,5,0.48828125
56305,frog,cat,5,0.48828125
724,bird,horse,5,0.48828125
16273,cat,truck,5,0.48828125
23729,deer,airplane,5,0.48828125
8230,dog,cat,5,0.48828125
39060,bird,frog,5,0.48828125
5440,deer,cat,5,0.48828125
44191,cat,horse,6,0.5859375
47684,cat,dog,6,0.5859375
21389,deer,cat,6,0.5859375
27725,deer,frog,6,0.5859375
46964,airplane,ship,6,0.5859375
59804,dog,frog,6,0.5859375
55615,dog,cat,6,0.5859375
34003,dog,cat,7,0.68359375
6908,automobile,truck,7,0.68359375
53534,bird,airplane,7,0.68359375
53603,frog,dog,7,0.68359375
2288,frog,cat,7,0.68359375
27274,cat,dog,7,0.68359375
25234,frog,dog,7,0.68359375
3373,cat,dog,7,0.68359375
55380,automobile,truck,7,0.68359375
31939,deer,horse,7,0.68359375
51037,horse,truck,7,0.68359375
56361,airplane,ship,8,0.78125
38497,deer,bird,9,0.87890625
4247,horse,deer,9,0.87890625
46135,automobile,truck,9,0.87890625
18904,frog,deer,9,0.87890625
7963,deer,frog,9,0.87890625
54148,cat,frog,9,0.87890625
44376,cat,frog,9,0.87890625
16632,airplane,automobile,10,0.9765625
53904,automobile,truck,10,0.9765625
15092,ship,truck,10,0.9765625
28328,horse,cat,10,0.9765625
41547,deer,bird,11,1.07421875
34988,dog,cat,11,1.07421875
39135,cat,dog,11,1.07421875
41782,cat,frog,11,1.07421875
27156,cat,airplane,11,1.07421875
20469,cat,airplane,11,1.07421875
18497,cat,horse,11,1.07421875
32899,bird,frog,12,1.171875
49242,dog,frog,12,1.171875
5354,cat,truck,13,1.26953125
34710,cat,automobile,13,1.26953125
29569,cat,frog,13,1.26953125
