image_id,true_label,final_prediction,pixels_changed,pixels_changed_percent
4156,2,3,4,0.5102040816326531
1954,5,9,18,2.295918367346939
666,7,9,27,3.4438775510204076
2517,2,3,28,3.571428571428571
5101,4,9,31,3.9540816326530615
4055,2,3,31,3.9540816326530615
7390,7,9,60,7.653061224489796
6366,7,9,67,8.545918367346939
1159,4,7,70,8.928571428571429
3633,8,3,103,13.137755102040815
2911,8,9,104,13.26530612244898
9503,5,8,108,13.77551020408163
6392,5,2,108,13.77551020408163
6040,0,7,110,14.030612244897958
1713,0,9,111,14.158163265306122
9078,8,3,126,16.071428571428573
5103,8,3,132,16.83673469387755
2215,6,5,136,17.346938775510203
1604,2,3,138,17.602040816326532
7132,9,4,176,22.448979591836736
6998,9,4,193,24.617346938775512
2067,0,2,201,25.637755102040817
9044,7,2,212,27.040816326530614
2295,0,9,225,28.69897959183674
2531,0,9,227,28.95408163265306
4296,2,7,230,29.336734693877553
165,5,3,231,29.464285714285715
3392,9,4,247,31.505102040816325
5711,5,3,253,32.27040816326531
2920,6,7,264,33.6734693877551
2119,8,3,271,34.566326530612244
1933,7,4,293,37.37244897959184
9555,6,3,302,38.52040816326531
8211,6,8,323,41.19897959183674
4682,9,7,344,43.87755102040816
6009,3,2,380,48.46938775510204
4109,3,2,386,49.234693877551024
196,1,6,408,52.04081632653062
2706,1,2,415,52.933673469387756
1922,1,6,415,52.933673469387756
5753,9,4,418,53.316326530612244
4580,1,2,423,53.954081632653065
755,1,4,427,54.46428571428571
4600,3,7,445,56.76020408163265
2174,3,2,456,58.16326530612245
2206,4,2,456,58.16326530612245
8626,4,2,458,58.41836734693877
6068,6,2,480,61.224489795918366
205,3,7,575,73.34183673469387
5202,4,2,621,79.20918367346938
