image_id,true_label,final_prediction,pixels_changed,pixels_changed_percent
34913,100 km/h,120 km/h,1,0.043402777777777776
34090,Proib. Ultrapassar,Proib. P/ >3.5t,1,0.043402777777777776
32174,100 km/h,80 km/h,1,0.043402777777777776
7172,100 km/h,70 km/h,1,0.043402777777777776
21775,Animais Selvagens,Obras,1,0.043402777777777776
7114,100 km/h,70 km/h,1,0.043402777777777776
2462,50 km/h,80 km/h,1,0.043402777777777776
29655,Animais Selvagens,Obras,1,0.043402777777777776
30300,120 km/h,60 km/h,1,0.043402777777777776
36606,Animais Selvagens,Cuidado Geral,1,0.043402777777777776
20351,Semáforo,Cuidado Geral,1,0.043402777777777776
8375,120 km/h,70 km/h,1,0.043402777777777776
28395,80 km/h,60 km/h,1,0.043402777777777776
27058,Proib. Ultrapassar,Proibido >3.5t,1,0.043402777777777776
35184,Mantenha-se à Esquerda,Vire à Direita,1,0.043402777777777776
34678,Animais Selvagens,Cuidado Geral,1,0.043402777777777776
27339,50 km/h,80 km/h,2,0.08680555555555555
7117,100 km/h,70 km/h,2,0.08680555555555555
31429,100 km/h,120 km/h,2,0.08680555555555555
36818,Proibido Veículos,50 km/h,2,0.08680555555555555
33068,100 km/h,120 km/h,2,0.08680555555555555
7111,100 km/h,70 km/h,2,0.08680555555555555
29667,120 km/h,60 km/h,2,0.08680555555555555
29322,Neve/Gelo,Curva Perigosa (D),2,0.08680555555555555
38553,Pista Escorregadia,Neve/Gelo,2,0.08680555555555555
2465,50 km/h,80 km/h,2,0.08680555555555555
34557,Pista Irregular,Semáforo,2,0.08680555555555555
846,30 km/h,70 km/h,2,0.08680555555555555
7138,100 km/h,70 km/h,2,0.08680555555555555
37126,100 km/h,Fim de Proibições,2,0.08680555555555555
26249,Rotatória,100 km/h,2,0.08680555555555555
32827,80 km/h,60 km/h,2,0.08680555555555555
20454,Semáforo,Mantenha-se à Direita,2,0.08680555555555555
29594,Pista Escorregadia,Curva Perigosa (E),2,0.08680555555555555
31144,20 km/h,120 km/h,2,0.08680555555555555
29161,Proibido Veículos,Proib. Ultrapassar,2,0.08680555555555555
18567,Pista Irregular,Ciclistas,2,0.08680555555555555
38616,Pista Irregular,Obras,2,0.08680555555555555
35700,Proibido Veículos,Proib. Ultrapassar,2,0.08680555555555555
27564,Curva Perigosa (E),Pista Escorregadia,2,0.08680555555555555
34353,Fim 80,100 km/h,2,0.08680555555555555
33919,Via Prioritária,50 km/h,2,0.08680555555555555
26950,Curva Perigosa (E),Pista Escorregadia,2,0.08680555555555555
35994,Proibido Veículos,50 km/h,2,0.08680555555555555
8035,120 km/h,70 km/h,2,0.08680555555555555
34311,80 km/h,70 km/h,2,0.08680555555555555
5775,80 km/h,60 km/h,3,0.13020833333333331
6179,80 km/h,60 km/h,3,0.13020833333333331
7152,100 km/h,120 km/h,3,0.13020833333333331
6154,80 km/h,60 km/h,3,0.13020833333333331
5764,80 km/h,60 km/h,3,0.13020833333333331
27466,Proibido Veículos,50 km/h,3,0.13020833333333331
36242,50 km/h,80 km/h,3,0.13020833333333331
29623,100 km/h,120 km/h,3,0.13020833333333331
4830,70 km/h,60 km/h,3,0.13020833333333331
32123,100 km/h,120 km/h,3,0.13020833333333331
7262,100 km/h,70 km/h,3,0.13020833333333331
7177,100 km/h,120 km/h,3,0.13020833333333331
22141,Animais Selvagens,Curva Dupla,3,0.13020833333333331
31395,100 km/h,80 km/h,3,0.13020833333333331
18422,Curva Dupla,Pedestres,3,0.13020833333333331
37240,50 km/h,30 km/h,3,0.13020833333333331
34605,Proibido Veículos,50 km/h,3,0.13020833333333331
36829,Proib. Ultrapassar,Proib. P/ >3.5t,3,0.13020833333333331
9846,Proib. Ultrapassar,Proib. P/ >3.5t,3,0.13020833333333331
9845,Proib. Ultrapassar,60 km/h,3,0.13020833333333331
7185,100 km/h,120 km/h,3,0.13020833333333331
21814,Animais Selvagens,Obras,3,0.13020833333333331
29454,Mantenha-se à Esquerda,70 km/h,3,0.13020833333333331
21813,Animais Selvagens,Obras,3,0.13020833333333331
20177,Obras,Semáforo,3,0.13020833333333331
5882,80 km/h,50 km/h,3,0.13020833333333331
8701,120 km/h,60 km/h,3,0.13020833333333331
37826,120 km/h,100 km/h,3,0.13020833333333331
30981,Via Prioritária,30 km/h,3,0.13020833333333331
27574,30 km/h,50 km/h,3,0.13020833333333331
29143,Mantenha-se à Esquerda,70 km/h,3,0.13020833333333331
531,30 km/h,50 km/h,3,0.13020833333333331
33185,120 km/h,80 km/h,3,0.13020833333333331
2165,50 km/h,80 km/h,3,0.13020833333333331
31733,Pista Escorregadia,Crianças,3,0.13020833333333331
34675,Proib. Ultrapassar,Proib. P/ >3.5t,3,0.13020833333333331
33195,100 km/h,80 km/h,3,0.13020833333333331
39200,Proib. Ultrapassar,Proib. P/ >3.5t,3,0.13020833333333331
5851,80 km/h,60 km/h,3,0.13020833333333331
6127,80 km/h,60 km/h,3,0.13020833333333331
5776,80 km/h,60 km/h,3,0.13020833333333331
7178,100 km/h,120 km/h,3,0.13020833333333331
9180,Proib. Ultrapassar,60 km/h,3,0.13020833333333331
7289,100 km/h,120 km/h,4,0.1736111111111111
4816,70 km/h,60 km/h,4,0.1736111111111111
5660,80 km/h,60 km/h,4,0.1736111111111111
7912,100 km/h,120 km/h,4,0.1736111111111111
9851,Proib. Ultrapassar,Proib. P/ >3.5t,4,0.1736111111111111
9211,Proib. Ultrapassar,50 km/h,4,0.1736111111111111
6203,80 km/h,60 km/h,4,0.1736111111111111
5859,80 km/h,60 km/h,4,0.1736111111111111
34316,Curva Dupla,Obras,4,0.1736111111111111
35291,50 km/h,60 km/h,4,0.1736111111111111
32947,Proibido Veículos,50 km/h,4,0.1736111111111111
29951,Proibido Veículos,Proib. Ultrapassar,4,0.1736111111111111
32269,Pista Escorregadia,120 km/h,4,0.1736111111111111
35005,Pista Escorregadia,Crianças,4,0.1736111111111111
11250,Prioridade Cruzamento,Dê a Preferência,4,0.1736111111111111
